WORD,DEF
batteur,"[batœr, -tøz] nm 1 (egg) whisk, eggbeater <batteur électrique : electric mixer> 2 : drummer 3 : batter (in sports)"
batteuse,"[batøz] nf : thresher, threshing machine"
battre,"[batr] vt {CONJUGATION 12} 1 ▶ frapper : to hit, to strike, to beat 2 ▶ vaincre : to defeat <battre à plates coutures : to defeat soundly, to wallop> 3 : to shuffle (playing cards) vi : to beat se battre vr : to fight"
batture,"[batyr] nf, Can : sandbar"
baudet,"[bodε] nm, fam : jackass"
baudrier,[bodrije] nm ▶ bandoulière : shoulder strap
bauge,[boʒ] nf : wallow (for animals)
baume,"[bom] nm 1 : balm, balsam 2 mettre du baume au cœur : to be of comfort baux ▶ bail"
"bavard 1, -varde","[bavar, -vard] adj : talkative bavard 2, -varde n : talkative person, chatterbox"
bavardage,"[bavardaʒ] nm : idle talk, chatter"
bavarder,[bavarde] vi 1 : to chatter 2 : to gossip
"bavarois, -roise","[bavarwa, -rwaz] adj : Bavarian Bavarois, -roise n : Bavarian"
bave,"[bav] nf : dribble, drool, spittle"
baver,"[bave] vi 1 : to dribble, to drool 2 : to run, to leak 3 ~ en : to have a hard time of it 4 ~ sur : to slander"
bavette,[bavεt] nf 1 : bib 2 : flank (of beef) 3 : mudguard
"baveux 1, -veuse","[bavø, -vøz] adj 1 : dribbling, drooling 2 : runny (of an omelette, etc.) baveux 2, -veuse n, Can fam : pain in the neck, annoying person"
bavoir,[bavwar] nm : bib (for babies)
bavure,"[bavyr] nf 1 : smudge, blur 2 : error, blunder"
bayer,"[baje] vi {CONJUGATION 11} bayer aux corneilles : to gape, to gaze into space"
bayou,[baju] nm : bayou
bazar,"[bazar] nm 1 : bazaar 2 : general store 3 : clutter, mess"
bazou,"[bazu] nm, Can fam : jalopy"
beagle,[bigœl] nm : beagle
"béant, béante","[beᾶ, beᾶt] adj : gaping"
"béat, béate","[bea, beat] adj 1 : blissful 2 : self-satisfied, smug"
béatement,[beatmᾶ] adv : blissfully
béatitude,[beatityd] nf 1 : bliss 2 : beatitude
beau 1,"[bo] adv 1 avoir beau : to do (something) in vain <j'ai beau essayer : it's useless for me to try> 2 faire beau : to be fine, to be fair <il fait beau : it's nice outside>"
beau 2 bel,"[bεl] before vowel or mute h belle [bεl] adj, mpl beaux [bo] 1 : beautiful, handsome 2 : good, noble 3 : fine, fair <beau temps : nice weather> 4 : excellent, desirable <belle santé : good health> 5 : considerable, great (in quantity) <un bel âge : a ripe old age> <une belle somme : a tidy sum> 6 bel et bien : for sure, truly beau 3 nm 1 le beau : the beautiful, beauty 2 faire le beau : to sit up and beg (of a dog)"
beaucoup,"[boku] adv 1 : much, a lot <je t'aime beaucoup : I love you very much> 2 ~ de : much, many, a lot of <beaucoup de livres : a lot of books> 3 de ~ : by far"
beau-fils,"[bofis] nm, pl beaux-fils 1 : son-in-law 2 : stepson"
beau-frère,"[bofrεr] nm, pl beaux-frères 1 : brother-in-law 2 : stepbrother"
beau-père,"[bopεr] nm, pl beaux-pères 1 : father-in-law 2 : stepfather"
beauté,[bote] nf : beauty
beaux-arts,[bozar] nmpl : fine arts
beaux-parents,[boparᾶ] nmpl : in-laws
bébé,"[bebe] nm : baby, infant"
bebelle,"[bəbεl] nf, Can fam 1 : gadget 2 bebelles nfpl : things <tes bebelles puis dans ta cour : pack your things and go>"
bébête,"[bebεt] adj : silly, babyish"
bébite,"[bebit] nf, Can fam : bug, insect"
bec,"[bεk] nm 1 : beak, bill 2 fam : mouth, nose, face 3 ▶ embouchure : mouthpiece 4 : burner <bec à gaz : gas burner> 5 : point, nib 6 : spout, lip (of a jug, etc.) 7 Belg, Can, Switz fam : kiss 8 bec fin : gourmet 9 tomber sur un bec : to run into a snag"
bécane,"[bekan] nf, fam : bike"
bécasse,"[bekas] nf 1 : woodcock 2 fam : featherbrain, silly goose"
bécasseau,[bekaso] nm : sandpiper
bécassine,[bekasi:n] nf : snipe
bec-de-lièvre,"[bεkdəljεvr] nm, pl becs-de-lièvre : harelip"
bêche,[bε∫] nf : spade
bêcher,[be∫e] vt 1 : to dig (up) 2 : to criticize
"bêcheur 1, -cheuse","[bε∫œr, -∫øz] adj : stuck-up bêcheur 2, -cheuse n : stuck-up person, snob"
becqueter,[bεkte] vt {CONJUGATION 8} 1 : to peck at 2 fam : to eat
bedaine,"[bədεn] nf : paunch, potbelly"
"bedonnant, -nante","[bədɔnᾶ, -nᾶt] adj : paunchy, portly, potbellied"
"bédouin, -douine","[bedwɛ̃, -dwin] n : bedouin"
bée,[be] adj bouche bée : openmouthed <être bouche bée devant : to gape at>
beffroi,[befrwa] nm : belfry
bégaie,"[bege] bégaiera [begera] , etc. ▶ bégayer"
bégaiement,"[begεmᾶ] nm : stuttering, stammering"
bégayer,"[begeje] v {CONJUGATION 11} : to stutter, to stammer"
bégonia,[begɔnja] nm : begonia
bégueule,[begœl] nmf : prude
béguin,"[begɛ̃] nm, fam : crush, infatuation"
beige,[bεʒ] adj & nm : beige
beigne 1,"[bεɲ] nf, fam : smack, sock, punch beigne 2 nm, Can : doughnut"
beignet,[bεɲε] nm 1 : doughnut 2 : fritter bel beau
bêlement,[bεlmᾶ] nm : bleat
bêler,[bele] vi : to bleat
belette,[bəlεt] nf : weasel
belge,[bεlʒ] adj : Belgian Belge nmf : Belgian
bélier,[belje] nm 1 : ram 2 : battering ram Bélier nm : Aries
"bélizien, -zienne","[belizjɛ̃] adj : Belizean Bélizien, -zienne n : Belizean"
belladone,"[beladɔn] nf : belladonna belle 1 beau belle 2 nf : beauty, belle"
belle-famille,"[bεlfamij] nf, pl belles-familles : in-laws pl"
belle-fille,"[bεlfij] nf, pl belles-filles 1 : daughter-in-law 2 : stepdaughter"
belle-mère,"[bεlmεr] nf, pl belles-mères 1 : mother-in-law 2 : stepmother"
belle-sœur,"[bεlsœr] nf, pl belles-sœurs : sister-in-law"
bellicisme,"[bεlisism] nm : bellicosity, warmongering"
belliciste 1,"[bεlisist] adj : bellicose, warmongering belliciste 2 nmf : warmonger"
"belligérant, -rante","[beliʒerᾶ, -rᾶt] adj & n : belligerent"
belligérance,[-ʒerᾶs] nf
"belliqueux, -queuse","[bεlikø, -køz] adj guerrier : warlike"
bémol,[bemɔl] adj & nm : flat (in music)
bénédicité,[benedisite] nm : grace <dire le bénédicité : to say grace>
"bénédictin, -tine","[benediktɛ̃, -tin] adj & n : Benedictine"
bénédiction,"[benediksjɔ̃] nf 1 : blessing, benediction 2 ▶ aubaine : godsend"
bénéfice,"[benefis] nm 1 ▶ avantage : benefit, advantage 2 : profit <faire du bénéfice : to make a profit>"
bénéficiaire 1,"[benefisjεr] adj : profitable <marge bénéficiaire : profit margin> bénéficiaire 2 nmf : beneficiary, payee"
bénéficier,"[benefisje] vi {CONJUGATION 96} ~ de : to profit from, to receive the benefits of"
bénéfique,"[benefik] adj : beneficial, advantageous"
bénêt 1,"[bənε] adj : simpleminded, silly bénêt 2 nm : simpleton"
bénévolat,[benevɔla] nm : volunteer work
bénévole 1,"[benevɔl] adj : voluntary, volunteer bénévole 2 nmf : volunteer"
bengali 1,[bɛ̃gali] adj : Bengali bengali 2 nm : Bengali (language) Bengali nmf : Bengali
"bénin, -nigne","[benɛ̃, beniɲ] adj 1 : slight, minor 2 : benign"
"béninois, -noise","[beninwa, -nwaz] adj : Beninese Béninois, -noise n : Beninese"
bénir,[benir] vt : to bless
"bénit, -nite","[beni, -nit] adj : blessed, consecrated <eau bénite : holy water>"
bénitier,[benitje] nm : holy water font
"benjamin, -mine","[bɛ̃ʒamɛ̃, -min] n cadet : youngest child"
benzène,[bɛ̃zεn] nm : benzene
"béotien, -tienne","[beɔsjɛ̃, -sjεn] adj & n : philistine"
béquille,[bekij] nf 1 : crutch 2 : kickstand
bercail,[bεrkaj] nm : fold <rentrer au bercail : to return to the fold>
berçante,[bεrsᾶt] nf or chaise berçante Can : rocking chair
berceau,"[bεrso] nm, pl berceaux : cradle"
bercer,"[bεrse] vt {CONJUGATION 6} 1 : to rock (a baby) 2 : to soothe, to lull se bercer vr 1 : to rock, to swing 2 : to delude oneself"
berceuse,[bεrsøz] nf 1 : lullaby 2 : rocking chair
béret,[berε] nm : beret
berge,"[bεrʒ] nf ▶ rive : bank (of a river, etc.)"
"berger 1, -gère","[bεrʒe, -ʒεr] n : shepherd, shepherdess f berger 2 nm : sheepdog <berger allemand : German shepherd>"
bergerie,[bεrʒəri] nf : sheepfold
berline,[bεrlin] nf : sedan
berlingot,"[bεrlɛ̃go] nm 1 : carton (for milk, etc.) 2 : hard candy"
berlue,"[bεrly] nf avoir la berlue : to be seeing things, to delude oneself"
berne,[bεrn] nf en ~ : at half mast
berner,"[bεrne] vt : to fool, to deceive"
besogne,"[bəzɔɲ] nf : task, job"
besogner,"[bəzɔŋe] vi : to drudge, to slave away"
"besogneux, -gneuse","[bəzɔɲø, -ɲøz] adj 1 : poor, needy 2 : plodding, hardworking"
besoin,"[bəzwɛ̃] nm 1 : need, requirement <besoins essentiels : basic needs> 2 : neediness, want <enfants dans le besoin : needy children> 3 au ~or si besoin est : if necessary, if need be 4 avoir besoin de : to need"
"bestial, -tiale","[bεstjal] adj, mpl bestiaux [bεstjo] : brutish, bestial"
bestialement,[bεstjalmᾶ] adv
bestialité,[bεstjalite] nf : brutishness
bestiaux,"[bεstjo] nmpl ▶ bétail : livestock, cattle"
bestiole,"[bεstjɔl] nf : bug, tiny creature"
bétail,"[betaj] nm : livestock, cattle pl"
bête 1,"[bεt] adj 1 ▶ stupide : stupid, foolish 2 : simple <c'est tout bête! : there's nothing to it!>"
bêtement,"[bεtmᾶ] adv bête 2 nf 1 animal : animal <bête de somme : beast of burden> <bête sauvage : wild animal> 2 ▶ bestiole : insect, creature <bête à bon Dieu : ladybug> 3 : fool, idiot 4 bête noire : pet peeve 5 bête puante Can : skunk"
bêtise,"[betiz] nf 1 : stupidity, foolishness 2 : nonsense 3 : stupid mistake"
béton,[betɔ̃] nm : concrete
bétonnière,[betɔnjεr] nf : cement mixer
bette,[bεt] nf 1 : Swiss chard 2 Can fam : face <se montrer la bette : to show one's face>
betterave,[bεtrav] nf : beet
beuglement,"[bøgləmᾶ] nm 1 : bellow 2 : blare (of a radio, etc.)"
beugler,"[bøgle] vi : to low, to moo, to bellow vt : to bellow out <beugler une chanson : to bellow out a song>"
beurre,[bœr] nm : butter
beurrée,"[bœre] nf, Can : slice of bread and butter topped with jam or maple sugar"
beurrer,[bœre] vt : to butter
beurrier,[bœrje] nm : butter dish
beuverie,"[bœvri] nf : drinking bout, binge"
bévue,[bevy] nf ▶ bourde : blunder
biais,"[bjε, bjεz] nm 1 : means, way <par le biais de : by means of, via> 2 : bias, slant"
biaiser,"[bjeze] vi : to hedge, to dodge the issue"
bibelot,"[biblo] nm : trinket, curio"
biberon,[bibrɔ̃] nm : bottle (for a baby)
bible,[bibl] nf 1 : bible 2 la Bible : the Bible
bibliobus,[biblijɔbys] nm : bookmobile
bibliographe,[biblijɔgraf] nmf : bibliographer
bibliographie,[biblijɔgrafi] nf : bibliography
bibliographique,[biblijɔgrafik] adj : bibliographic
bibliothécaire,[biblijɔtekεr] nmf : librarian
bibliothèque,[biblijɔtεk] nf 1 : library 2 : bookcase
biblique,"[biblik] adj : biblical, scriptural"
"bicaméral, -rale","[bikameral] adj, mpl -, raux [-ro] : bicameral"
bicarbonate,[bikarbɔnat] nm : bicarbonate <bicarbonate de soude : baking soda>
bicentenaire,[bisᾶtnεr] nm : bicentennial
biceps,[bisεps] nms & pl : biceps
biche,[bi∫] nf 1 : doe 2 ma biche fam : my darling
bicher,"[bi∫e] vi, France fam : to get on well <ça biche? : how's it going?>"
bichonner,"[bi∫ɔne] vt 1 : to pamper 2 : to spruce up, to doll up se bichonner vr : to preen oneself"
bicolore,"[bikɔlɔr] adj : two-colored, two-tone"
bicoque,"[bikɔk] nf ▶ baraque : shack, hut"
bicorne,[bikɔrn] nm : cocked hat
bicyclette,[bisiklεt] nf : bicycle <faire de la bicyclette : to ride a bicycle>
bidet,[bidε] nm : bidet
bidon 1,"[bidɔ̃] adj, fam : bogus, phoney bidon 2 nm 1 : can, (oil) drum 2 : flask, canteen 3 fam : belly, gut 4 fam : nonsense, hot air <c'est du bidon! : that's baloney!>"
bidonner,[bidɔne] v se bidonner vr fam : to laugh one's head off
bidonville,[bidɔ̃vil] nm : shantytown
bidule,"[bidyl] nm, fam ▶ machin : thingamajig"
bien 1,"[bjɛ̃] adv 1 : well, satisfactorily 2 : very, quite <bien souvent : quite often> 3 : definitely, really 4 : readily, happily <j'aimerais bien un café : I could go for a coffee> 5 : at least <il y avait bien dix personnes : there were at least ten people> 6 ~ de : a good many, many <bien des fois : many times> 7 bien que : although <bien que malade, elle travaille : though ill, she is working> 8 bien sûr : of course bien 2 adj 1 : good, fine, satisfactory 2 : well, in good health <je me sens bien : I feel good> 3 : good-looking 4 : nice, decent, respectable <un voisinage bien : a nice neighborhood> 5 : comfortable bien 3 nm 1 : good <faire le bien : to do good> 2 biens nmpl : possessions, property <biens de consommation : consumer goods> <biens immobiliers : real estate> bien 4 interj : OK, all right, good, very well <bien, allons-nous-en : OK, let's go> <bien! bien! j'entends : all right! all right! I understand> <bien, je le prendrai : good! I'll take it>"
"bien-aimé, -aimée",[bjɛ̃neme] adj & n : beloved
bien-être,[bjɛ̃nεtr] nm 1 : well-being 2 : comfort 3 bien–être social Can (public) welfare
bienfaisance,"[bjɛ̃fəzᾶs] nf : charity, beneficence"
"bienfaisant, -sante","[bjɛ̃fəzᾶ, -zᾶt] adj 1 : charitable, beneficent 2 : beneficial"
bienfait,"[bjɛ̃fε] nm 1 : act of kindness 2 ▶ avantage : benefit, advantage"
"bienfaiteur, -trice","[bjɛ̃fεtœr, -tris] n : benefactor, benefactress f"
bien-fondé,"[bjɛ̃fɔ̃de] nm 1 : validity, soundness 2 ▶ légitimité : legitimacy (in law)"
"bienheureux, -reuse","[bjɛ̃nørø, -røz] adj 1 : happy, joyful 2 : blessed"
"biennal, -nale","[bjenal] adj, mpl -naux [-no] : biennial"
biennalement,[-nalmᾶ] adv
"bien-pensant, -sante","[bjɛ̃pᾶsᾶ, -sᾶt] adj : right-minded, conformist"
bienséance,"[bjɛ̃seᾶs] nf : propriety, decorum"
"bienséant, -séante","[bjɛ̃seᾶ, -seᾶt] adj : proper, seemly"
bientôt,[bjɛ̃to] adv 1 : soon <à bientôt! : see you soon!> 2 : nearly <il est bientôt trois heures : it's nearly three o'clock>
bienveillance,"[bjɛ̃vejᾶs] nf : kindness, benevolence"
"bienveillant, -lante","[bjɛ̃vejᾶ, -jᾶt] adj : kind, benevolent"
"bienvenu 1, -nue","[bjɛ̃vny] adj : welcome, opportune bienvenu 2, -nue n être le bienvenu : to be welcome bienvenue nf 1 : welcome <souhaiter la bienvenue à : to welcome> 2 bienvenue Can fam : you're welcome!"
bière,"[bjεr] nf 1 : beer <bière pression : draft beer> <bière blonde : lager> 2 : casket, coffin"
biffer,[bife] vt : to cross out
bifteck,[biftεk] nm : steak
bifurcation,"[bifyrkasjɔ̃] nf : fork, junction"
bifurquer,"[bifyrke] vi : to fork, to branch off"
bigame 1,[bigam] adj : bigamous
bigamie,[-gami] nf bigame 2 nmf : bigamist
bigarré,"[bigare] adj ▶ multicolore : multicolored, variegated"
"bigot 1, -gote","[bigo, -gɔt] adj : overly devout, sanctimonious bigot 2, -gote n : zealot, (religious) bigot"
bigoterie,[bigɔtri] nf (religious) bigotry
bigoudi,"[bigudi] nm : hair curler, roller"
bijou,"[biʒu] nm, pl bijoux 1 : jewel, piece of jewelry 2 : gem, marvel"
bijouterie,"[biʒutri] nf 1 bijoux : jewelry, jewels pl 2 : jewelry store"
"bijoutier, -tière","[biʒutje, -tjεr] n ▶ joaillier : jeweler"
bikini,[bikini] nm : bikini
bilan,"[bilᾶ] nm 1 : assessment, appraisal <faire le bilan de : to take stock of> 2 : balance sheet <déposer son bilan : to declare bankruptcy> 3 or bilan de santé (medical) check-up"
"bilatéral, -rale","[bilateral] adj, mpl -raux [-ro] : bilateral"
bilatéralement,[-ralmᾶ] adv
bile,"[bil] nf 1 : bile 2 se faire de la bile : to worry, to fret"
biliaire,[biljεr] adj ▶ vésicule
"bilieux, -lieuse","[biljø, -ljøz] adj : bilious, irritable"
bilingue,[bilɛ̃g] adj : bilingual
billard,[bijar] nm : billiards pl
bille,[bij] nf 1 : marble <jouer aux billes : to play marbles> 2 : billiard ball 3 : log 4 ▶ roulement
billet,"[bijε] nm 1 : bill, banknote <un billet de vingt dollars : a twenty-dollar bill> 2 ▶ ticket : ticket 3 billet doux : love letter"
billetterie,"[bijεtri] nf 1 : ticket office, ticket agency 2 : automatic teller machine"
billion,"[biljɔ̃] nm : trillion (United States), billion (Great Britain)"
billot,[bijo] nm 1 : block 2 Can : log
"bimensuel, -suelle","[bimᾶsɥεl] adj : semimonthly, twice a month"
binaire,[binεr] adj : binary
bine,"[bin] nf, Can : white bean, broad bean"
biner,"[bine] vt : to hoe, to harrow"
binette,[binεt] nf : hoe
bingo,"[bingo] nm, Can : bingo"
binoculaire,[binɔkylεr] adj : binocular
biochimie,[bjɔ∫imi] nf : biochemistry
biochimiste,[-∫imist] nmf
biochimique,[bjɔ∫imik] adj : biochemical
biodégradable,[bjɔdegradabl] adj : biodegradable
biographe,[bjɔgraf] nmf : biographer
biographie,[bjɔgrafi] nf : biography
biographique,[bjɔgrafik] adj : biographical
biologie,[bjɔlɔʒi] nf : biology
biologiste,[-lɔʒist] nmf
biologique,[bjɔlɔʒik] adj : biological
"biophysicien, -cienne","[bjɔfizisjɛ̃, -sjεn] n : biophysicist"
biophysique,[bjɔfizik] nf : biophysics
biopsie,[bjɔpsi] nf : biopsy
biosphère,[bjɔsfεr] nf : biosphere
biotechnologie,[bjɔtεknɔlɔʒi] nf : biotechnology
bip,[bip] nm 1 : beep 2 fam : beeper
bipartite,"[bipartit] adj : bipartite, bipartisan"
bipède,[bipεd] adj & nm : biped
bipolaire,[bipɔlεr] adj : bipolar
"birman, -mane","[birmᾶ, -man] adj : Burmese Birman, -mane n : Burmese"
bis 1,"[bis] adv 1 : twice, repeat (in music) 2 : A (in an address) <14 bis : 14A>"
"bis 2, bise","[bi, biz] adj : grayish brown"
bis 3,[bis] nm & interj : encore
"bisannuel, -nuelle","[bizanɥεl] adj & nf : biannual, biennial"
bisannuellement,[-nɥεlmᾶ] adv
bisbille,"[bizbij] nf, fam : squabble, tiff"
"biscornu, -nue","[biskɔrny] adj 1 : misshapen, crooked 2 : quirky, bizarre"
biscotte,[biskɔt] nf : zwieback
biscuit,[biskɥi] nm 1 : cookie 2 : sponge cake
bise,"[biz] nf 1 : north wind 2 fam : kiss, smack <faire la bise : to kiss on the cheeks>"
biseau,[bizo] nm 1 : bevel 2 en ~ : beveled
biseauter,[bizote] vt : to bevel
"bisexuel, -sexuelle",[bisεksɥεl] adj : bisexual
bisexualité,[-sεksɥalite] nf
bismuth,[bismyt] nm : bismuth
bison,"[bizɔ̃] nm : bison, buffalo"
bisser,[bise] vt : to encore
